ADTF_CHUNK_TIME,INS_ANGLE_TRUE_HEADING,INS_Pos_Abs_Latitude,INS_Pos_Abs_Longitude,INS_Vel_Frame_X,INS_Vel_Frame_Y,INS_Vel_Frame_Z
3779,26134,348440354,-1168268795,-1007,6613,101
13784,26134,348440350,-1168268757,-1007,6612,101
24042,26134,348440345,-1168268721,-1007,6613,100
50264,26134,348440341,-1168268685,-1007,6613,100
50845,26134,348440336,-1168268650,-1007,6612,99
55046,26134,348440332,-1168268614,-1006,6612,99
63750,26135,348440327,-1168268576,-1006,6612,98
75114,26135,348440323,-1168268541,-1006,6612,98
86074,26135,348440318,-1168268505,-1006,6612,97
93594,26135,348440313,-1168268469,-1006,6612,97
104038,26135,348440309,-1168268433,-1006,6612,96
114744,26135,348440304,-1168268396,-1005,6612,96
123878,26135,348440300,-1168268360,-1005,6612,95
133578,26136,348440295,-1168268324,-1005,6612,95
144778,26136,348440291,-1168268288,-1005,6612,95
153976,26136,348440286,-1168268252,-1005,6612,94
163737,26136,348440282,-1168268215,-1005,6612,94
174726,26136,348440277,-1168268179,-1005,6612,93
184354,26136,348440273,-1168268143,-1005,6612,93
194251,26136,348440268,-1168268107,-1004,6612,92
203948,26136,348440264,-1168268072,-1005,6612,92
214114,26136,348440259,-1168268034,-1004,6611,92
223697,26136,348440255,-1168267998,-1004,6612,93
233626,26137,348440250,-1168267963,-1004,6611,93
243593,26137,348440246,-1168267927,-1004,6611,93
253794,26137,348440241,-1168267891,-1004,6611,92
264595,26137,348440237,-1168267854,-1004,6611,92
273653,26137,348440232,-1168267818,-1003,6612,91
283592,26137,348440227,-1168267782,-1003,6611,91
293585,26137,348440223,-1168267746,-1003,6611,92
303787,26137,348440218,-1168267710,-1003,6611,92
313749,26137,348440214,-1168267673,-1002,6611,92
323663,26138,348440209,-1168267637,-1002,6611,91
333597,26138,348440205,-1168267601,-1002,6611,91
343765,26138,348440200,-1168267565,-1001,6611,90
353785,26138,348440196,-1168267529,-1002,6611,90
363738,26138,348440191,-1168267492,-1001,6611,91
374809,26138,348440187,-1168267456,-1001,6611,90
383586,26138,348440182,-1168267420,-1001,6611,90
393615,26138,348440178,-1168267385,-1001,6611,90
403794,26138,348440173,-1168267349,-1001,6611,90
413735,26138,348440169,-1168267311,-1001,6610,90
423687,26138,348440164,-1168267276,-1001,6610,91
433632,26138,348440160,-1168267240,-1000,6611,90
443598,26138,348440155,-1168267204,-1000,6610,90
453905,26138,348440151,-1168267168,-1000,6610,90
463730,26138,348440146,-1168267131,-1000,6610,90
473683,26138,348440142,-1168267095,-1000,6610,90
483597,26138,348440137,-1168267059,-1000,6610,90
493622,26138,348440133,-1168267023,-1000,6610,90
503793,26138,348440128,-1168266987,-1000,6610,90
513758,26138,348440124,-1168266950,-1000,6609,90
523666,26138,348440119,-1168266914,-1000,6609,91
533588,26138,348440115,-1168266878,-999,6610,91
543583,26138,348440110,-1168266843,-1000,6609,92
553788,26138,348440106,-1168266807,-1000,6609,92
564325,26138,348440101,-1168266769,-999,6610,92
573655,26138,348440097,-1168266734,-999,6610,92
583581,26139,348440092,-1168266698,-999,6609,92
593589,26139,348440088,-1168266662,-999,6609,92
604598,26139,348440083,-1168266626,-999,6609,93
613718,26139,348440079,-1168266589,-999,6609,93
623649,26139,348440074,-1168266553,-999,6609,93
633596,26139,348440070,-1168266517,-999,6609,93
643585,26139,348440065,-1168266481,-999,6609,93
653770,26139,348440061,-1168266446,-998,6609,93
664093,26139,348440056,-1168266408,-999,6609,94
673642,26139,348440052,-1168266372,-998,6609,94
683585,26139,348440047,-1168266337,-998,6609,94
693643,26139,348440043,-1168266301,-998,6609,94
703782,26139,348440038,-1168266265,-998,6609,93
713747,26139,348440034,-1168266228,-998,6609,93
724092,26139,348440029,-1168266192,-998,6609,93
733573,26139,348440025,-1168266156,-998,6609,94
743581,26139,348440020,-1168266120,-997,6609,93
753804,26140,348440016,-1168266084,-998,6609,92
763726,26140,348440011,-1168266047,-998,6609,92
773645,26140,348440007,-1168266011,-997,6608,92
783559,26140,348440002,-1168265975,-997,6608,92
793589,26140,348439998,-1168265939,-997,6608,91
803853,26140,348439993,-1168265904,-997,6608,91
813720,26140,348439989,-1168265866,-997,6608,91
823945,26140,348439984,-1168265830,-997,6608,90
833584,26140,348439980,-1168265795,-996,6608,90
843592,26140,348439975,-1168265759,-996,6608,90
854510,26141,348439971,-1168265723,-997,6608,90
863730,26141,348439967,-1168265686,-996,6608,90
873667,26141,348439962,-1168265650,-997,6608,89
883588,26141,348439958,-1168265614,-996,6608,89
893581,26141,348439953,-1168265578,-996,6608,88
903806,26141,348439949,-1168265542,-996,6608,88
914582,26141,348439944,-1168265505,-995,6608,88
923631,26141,348439940,-1168265469,-996,6608,89
933579,26141,348439935,-1168265433,-996,6608,88
944780,26142,348439931,-1168265398,-996,6608,88
954373,26142,348439926,-1168265362,-995,6608,87
963739,26142,348439922,-1168265324,-995,6608,87
973692,26142,348439917,-1168265289,-995,6608,87
983573,26142,348439913,-1168265253,-995,6608,87
994294,26143,348439908,-1168265217,-995,6608,87
1003849,26143,348439904,-1168265181,-995,6608,86
1013965,26143,348439899,-1168265144,-994,6608,86
1023649,26143,348439895,-1168265108,-994,6607,86
1033592,26143,348439890,-1168265072,-993,6607,86
1043611,26144,348439886,-1168265036,-994,6607,87
1053784,26144,348439881,-1168265001,-993,6608,87
1063739,26144,348439877,-1168264963,-994,6608,87
1074178,26144,348439872,-1168264927,-993,6608,86
1083962,26145,348439868,-1168264892,-992,6608,86
1093588,26145,348439864,-1168264856,-993,6608,86
1104609,26145,348439859,-1168264820,-992,6608,86
1113720,26145,348439855,-1168264783,-992,6607,87
1123668,26145,348439850,-1168264747,-992,6608,87
1134261,26146,348439846,-1168264711,-992,6608,87
1143607,26146,348439841,-1168264675,-992,6608,86
1154709,26146,348439837,-1168264639,-991,6608,86
1163738,26146,348439832,-1168264602,-991,6608,86
1173648,26147,348439828,-1168264566,-991,6608,87
1183578,26147,348439823,-1168264530,-990,6608,87
1193592,26147,348439819,-1168264495,-990,6608,87
1204507,26147,348439814,-1168264459,-989,6608,87
1213723,26147,348439810,-1168264421,-989,6607,86
1223639,26148,348439805,-1168264386,-989,6607,86
1233830,26148,348439801,-1168264350,-989,6608,87
1243594,26148,348439797,-1168264314,-989,6607,87
1253809,26148,348439792,-1168264278,-988,6607,88
1264115,26149,348439788,-1168264241,-988,6608,88
1273644,26149,348439783,-1168264205,-987,6608,88
1283559,26149,348439779,-1168264169,-988,6608,88
1294638,26149,348439774,-1168264133,-987,6608,88
1303798,26149,348439770,-1168264098,-987,6608,89
1313941,26149,348439765,-1168264060,-987,6607,89
1323649,26149,348439761,-1168264024,-986,6608,88
1333573,26150,348439757,-1168263989,-986,6608,88
1343580,26150,348439752,-1168263953,-986,6608,88
1353786,26150,348439748,-1168263917,-985,6608,89
1363832,26150,348439743,-1168263880,-986,6607,89
1373641,26150,348439739,-1168263844,-985,6608,89
1383563,26150,348439734,-1168263808,-985,6608,89
1394474,26151,348439730,-1168263772,-984,6608,89
1403791,26151,348439725,-1168263736,-984,6608,88
1413734,26151,348439721,-1168263699,-984,6608,88
1423637,26151,348439717,-1168263663,-984,6608,88
1433588,26151,348439712,-1168263627,-984,6608,88
1443561,26151,348439708,-1168263592,-984,6608,88
1454472,26151,348439703,-1168263556,-983,6608,87
1463718,26151,348439699,-1168263519,-983,6608,87
1474270,26152,348439694,-1168263483,-983,6608,87
1484055,26152,348439690,-1168263447,-983,6608,87
1493575,26152,348439686,-1168263411,-983,6608,87
1503817,26152,348439681,-1168263375,-983,6608,86
1514373,26152,348439677,-1168263338,-982,6608,85
1523644,26152,348439672,-1168263302,-982,6608,84
1533763,26152,348439668,-1168263266,-982,6608,83
1543577,26152,348439663,-1168263231,-982,6608,83
1553845,26152,348439659,-1168263195,-983,6608,83
1563964,26152,348439655,-1168263157,-982,6608,83
1573625,26153,348439650,-1168263122,-982,6607,82
1583600,26153,348439646,-1168263086,-982,6608,81
1595283,26153,348439641,-1168263050,-982,6608,80
1604448,26153,348439637,-1168263014,-982,6608,79
1613699,26153,348439632,-1168262977,-982,6608,79
1624628,26153,348439628,-1168262941,-982,6607,79
1633562,26153,348439624,-1168262905,-982,6607,79
1643945,26153,348439619,-1168262869,-982,6607,78
1654278,26153,348439615,-1168262834,-982,6607,77
1663726,26153,348439610,-1168262796,-982,6607,76
1674218,26153,348439606,-1168262760,-982,6607,75
1684884,26153,348439601,-1168262725,-982,6607,74
1693585,26153,348439597,-1168262689,-982,6607,74
1704999,26153,348439593,-1168262653,-982,6607,73
1713850,26153,348439588,-1168262616,-982,6607,72
1723640,26153,348439584,-1168262580,-982,6607,72
1733563,26153,348439579,-1168262544,-982,6607,72
1743911,26153,348439575,-1168262508,-983,6607,71
1754061,26153,348439570,-1168262472,-982,6607,71
1763752,26153,348439566,-1168262435,-982,6607,70
1774190,26153,348439562,-1168262399,-982,6607,69
1783563,26153,348439557,-1168262363,-982,6606,68
1794420,26152,348439553,-1168262328,-982,6606,68
1804197,26152,348439548,-1168262292,-982,6606,68
1814014,26152,348439544,-1168262255,-982,6606,68
1823638,26152,348439540,-1168262219,-982,6606,67
1833938,26152,348439535,-1168262183,-982,6606,66
1843586,26151,348439531,-1168262147,-982,6606,66
1854267,26151,348439526,-1168262111,-982,6606,65
1864268,26151,348439522,-1168262074,-982,6606,65
1873637,26151,348439517,-1168262038,-982,6606,66
1883568,26150,348439513,-1168262002,-982,6606,65
1894340,26150,348439509,-1168261967,-983,6606,65
1903761,26150,348439504,-1168261931,-982,6605,65
1913758,26150,348439500,-1168261894,-982,6605,65
1924671,26150,348439495,-1168261858,-983,6605,64
1933553,26149,348439491,-1168261822,-983,6605,64
1943564,26149,348439486,-1168261786,-984,6605,64
1954440,26149,348439482,-1168261750,-983,6605,64
1964128,26149,348439478,-1168261713,-983,6605,65
1973639,26148,348439473,-1168261677,-983,6604,65
1983564,26148,348439469,-1168261641,-984,6605,65
1993583,26148,348439464,-1168261606,-985,6605,66
2004439,26148,348439460,-1168261570,-984,6605,66
2015519,26147,348439455,-1168261532,-985,6605,66
2024035,26147,348439451,-1168261497,-985,6604,66
2034410,26147,348439446,-1168261461,-985,6604,67
2043573,26147,348439442,-1168261425,-985,6604,67
2054242,26146,348439438,-1168261389,-986,6605,67
2063749,26146,348439433,-1168261352,-986,6604,68
2073619,26146,348439429,-1168261316,-986,6604,68
2083548,26146,348439424,-1168261280,-986,6604,68
2093694,26146,348439420,-1168261245,-986,6604,68
2105269,26145,348439415,-1168261209,-986,6604,69
2114578,26145,348439411,-1168261172,-987,6604,69
2123635,26145,348439406,-1168261136,-987,6604,69
2133591,26144,348439402,-1168261100,-987,6604,70
2143586,26144,348439398,-1168261064,-987,6604,70
2153770,26144,348439393,-1168261028,-987,6604,70
2163742,26144,348439389,-1168260991,-988,6604,70
2173621,26144,348439384,-1168260955,-988,6604,70
2183559,26143,348439380,-1168260919,-989,6604,70
2193567,26143,348439375,-1168260884,-989,6604,70
2203761,26143,348439371,-1168260848,-989,6604,70
2214212,26142,348439366,-1168260811,-989,6603,69
2223653,26142,348439362,-1168260775,-990,6603,69
2233585,26142,348439357,-1168260739,-989,6603,69
2244653,26141,348439353,-1168260703,-990,6603,69
2253754,26141,348439349,-1168260667,-990,6603,69
2264560,26141,348439344,-1168260630,-991,6603,69
2273635,26141,348439340,-1168260594,-991,6603,69
2286779,26140,348439335,-1168260558,-991,6603,69
2293559,26140,348439331,-1168260523,-991,6603,69
2303809,26140,348439326,-1168260487,-991,6603,69
2313760,26139,348439322,-1168260450,-993,6602,69
2323614,26139,348439317,-1168260414,-993,6603,69
2333560,26139,348439313,-1168260378,-993,6602,68
2343577,26139,348439308,-1168260342,-993,6602,68
2355903,26138,348439304,-1168260306,-994,6602,67
2363733,26138,348439299,-1168260269,-993,6602,67
2373605,26138,348439295,-1168260233,-994,6602,68
2384890,26137,348439290,-1168260198,-995,6602,68
2393568,26137,348439286,-1168260162,-995,6602,67
2403769,26137,348439281,-1168260126,-995,6602,67
2413724,26137,348439277,-1168260089,-995,6602,67
2424019,26137,348439273,-1168260053,-996,6601,67
2438754,26136,348439268,-1168260017,-996,6602,67
2443569,26136,348439264,-1168259981,-996,6602,68
2454453,26136,348439259,-1168259946,-997,6601,68
2463747,26136,348439255,-1168259908,-997,6601,67
2473621,26136,348439250,-1168259873,-997,6601,67
2483580,26135,348439246,-1168259837,-997,6601,67
2493551,26135,348439241,-1168259801,-997,6601,67
2503768,26135,348439237,-1168259765,-998,6601,67
2514705,26135,348439232,-1168259728,-998,6601,67
2523631,26134,348439228,-1168259692,-998,6601,67
2533843,26134,348439223,-1168259656,-998,6601,67
2543566,26134,348439219,-1168259621,-998,6601,67
2553715,26134,348439214,-1168259585,-999,6601,67
2563749,26134,348439210,-1168259548,-999,6601,67
2573618,26134,348439205,-1168259512,-999,6601,67
2583547,26133,348439201,-1168259476,-1000,6601,66
2593735,26133,348439196,-1168259440,-1000,6601,66
2603710,26133,348439192,-1168259404,-1000,6601,66
2617964,26133,348439187,-1168259367,-1000,6601,66
2624288,26133,348439183,-1168259331,-1001,6601,66
2633546,26133,348439178,-1168259296,-1001,6601,66
2643561,26133,348439174,-1168259260,-1001,6601,67
2654119,26133,348439169,-1168259224,-1001,6601,66
2663750,26132,348439165,-1168259187,-1001,6601,66
2673615,26132,348439160,-1168259151,-1002,6601,65
2683556,26132,348439155,-1168259115,-1002,6601,65
2693554,26132,348439151,-1168259079,-1002,6601,65
2703768,26132,348439146,-1168259044,-1003,6601,65
2713754,26132,348439142,-1168259006,-1002,6601,65
2723603,26132,348439137,-1168258971,-1003,6600,65
2733542,26132,348439133,-1168258935,-1003,6600,65
2743560,26132,348439128,-1168258899,-1003,6600,65
2754948,26132,348439124,-1168258863,-1004,6600,65
2763737,26131,348439119,-1168258826,-1004,6601,65
2773643,26131,348439115,-1168258790,-1004,6601,64
2784154,26131,348439110,-1168258754,-1003,6601,64
2793588,26131,348439106,-1168258719,-1004,6600,64
2803760,26131,348439101,-1168258683,-1004,6600,64
2815090,26131,348439097,-1168258646,-1004,6600,64
2823617,26131,348439092,-1168258610,-1004,6600,63
2833547,26131,348439088,-1168258574,-1005,6600,63
2843567,26131,348439083,-1168258538,-1005,6600,63
2854471,26131,348439079,-1168258503,-1005,6600,63
2864811,26131,348439074,-1168258465,-1005,6600,62
2873635,26130,348439070,-1168258430,-1005,6600,62
2883536,26130,348439065,-1168258394,-1005,6601,62
2893537,26130,348439060,-1168258358,-1005,6600,62
2903728,26130,348439056,-1168258322,-1006,6600,61
2914084,26130,348439051,-1168258285,-1005,6600,61
2923634,26130,348439047,-1168258249,-1006,6600,61
2933546,26129,348439042,-1168258213,-1006,6600,61
2943568,26129,348439038,-1168258178,-1007,6600,62
2953757,26129,348439033,-1168258142,-1006,6601,62
2963733,26129,348439029,-1168258105,-1007,6600,61
2974319,26129,348439024,-1168258069,-1007,6600,61
2983546,26128,348439020,-1168258033,-1007,6600,61
2994187,26128,348439015,-1168257997,-1007,6600,61
3004530,26128,348439011,-1168257961,-1008,6600,62
3013717,26128,348439006,-1168257924,-1008,6600,62
3023623,26128,348439001,-1168257888,-1008,6600,62
3033550,26128,348438997,-1168257853,-1008,6600,62
3043548,26128,348438992,-1168257817,-1008,6600,62
3053762,26127,348438988,-1168257781,-1008,6600,62
3063724,26127,348438983,-1168257744,-1008,6600,62
3073633,26127,348438979,-1168257708,-1009,6600,62
3083580,26127,348438974,-1168257672,-1009,6600,63
3093575,26127,348438970,-1168257636,-1009,6600,63
3105068,26127,348438965,-1168257601,-1009,6600,64
3113699,26127,348438961,-1168257563,-1009,6600,64
3123616,26127,348438956,-1168257528,-1009,6600,65
3133806,26126,348438951,-1168257492,-1010,6600,66
3143550,26126,348438947,-1168257456,-1010,6600,66
3153748,26126,348438942,-1168257420,-1010,6600,65
3165176,26126,348438938,-1168257383,-1009,6601,65
3173633,26126,348438933,-1168257347,-1010,6600,65
3183524,26126,348438929,-1168257312,-1010,6600,66
3196145,26126,348438924,-1168257276,-1010,6600,67
3203774,26126,348438920,-1168257240,-1011,6600,68
3213678,26125,348438915,-1168257203,-1010,6601,67
3223601,26125,348438911,-1168257167,-1010,6601,67
3233548,26125,348438906,-1168257131,-1010,6601,66
3243552,26125,348438901,-1168257095,-1011,6601,65
3253740,26125,348438897,-1168257060,-1011,6601,64
3264012,26125,348438892,-1168257022,-1011,6601,64
3273608,26125,348438888,-1168256986,-1012,6601,64
3283704,26125,348438883,-1168256951,-1011,6601,62
3293534,26125,348438879,-1168256915,-1011,6601,61
3303740,26124,348438874,-1168256879,-1011,6601,59
3314509,26124,348438870,-1168256842,-1012,6601,57
3323600,26124,348438865,-1168256806,-1012,6601,55
3333542,26124,348438860,-1168256770,-1012,6601,54
3343561,26124,348438856,-1168256734,-1012,6601,53
3354346,26124,348438851,-1168256699,-1012,6600,52
3363715,26124,348438847,-1168256661,-1012,6600,49
3373827,26123,348438842,-1168256626,-1011,6600,47
3383519,26123,348438838,-1168256590,-1012,6600,45
3393727,26123,348438833,-1168256554,-1012,6600,44
3403939,26123,348438829,-1168256518,-1012,6600,42
3413687,26123,348438824,-1168256481,-1012,6600,41
3423620,26122,348438819,-1168256445,-1012,6600,40
3434259,26122,348438815,-1168256409,-1012,6599,39
3443571,26122,348438810,-1168256374,-1013,6599,38
3454220,26121,348438806,-1168256338,-1013,6599,37
3464451,26121,348438801,-1168256301,-1013,6599,36
3473586,26121,348438797,-1168256265,-1013,6599,35
3483536,26121,348438792,-1168256229,-1013,6598,34
3493621,26121,348438787,-1168256193,-1013,6598,34
3503772,26120,348438783,-1168256158,-1013,6598,34
3513687,26120,348438778,-1168256120,-1014,6598,35
3523613,26120,348438774,-1168256085,-1014,6598,36
3533556,26119,348438769,-1168256049,-1014,6598,36
3543824,26119,348438765,-1168256013,-1014,6597,37
3553898,26119,348438760,-1168255977,-1014,6598,37
3563680,26119,348438756,-1168255940,-1015,6598,38
3574826,26118,348438751,-1168255904,-1015,6598,40
3584024,26118,348438746,-1168255868,-1016,6598,41
3593561,26118,348438742,-1168255833,-1016,6597,42
3603753,26118,348438737,-1168255797,-1016,6597,43
3613660,26117,348438733,-1168255760,-1016,6597,44
3623602,26117,348438728,-1168255724,-1016,6597,45
3633571,26117,348438723,-1168255688,-1017,6597,47
3643531,26117,348438719,-1168255652,-1017,6597,48
3653741,26116,348438714,-1168255617,-1018,6597,50
3663987,26116,348438710,-1168255579,-1018,6597,51
3673732,26116,348438705,-1168255544,-1018,6597,53
3683611,26116,348438701,-1168255508,-1019,6597,54
3693530,26116,348438696,-1168255472,-1019,6597,56
3704126,26116,348438691,-1168255436,-1020,6597,58
3714220,26116,348438687,-1168255399,-1020,6597,59
3723606,26116,348438682,-1168255363,-1021,6597,60
3734273,26116,348438678,-1168255328,-1021,6597,61
3743559,26116,348438673,-1168255292,-1022,6596,61
3754334,26116,348438668,-1168255256,-1022,6596,62
3764463,26116,348438664,-1168255219,-1023,6596,63
3773608,26116,348438659,-1168255183,-1023,6596,64
3783573,26116,348438655,-1168255147,-1023,6596,65
3793541,26116,348438650,-1168255112,-1023,6596,65
3803749,26116,348438645,-1168255076,-1024,6596,65
3813704,26116,348438641,-1168255039,-1024,6596,65
3823598,26116,348438636,-1168255003,-1025,6596,65
3833563,26116,348438631,-1168254967,-1025,6596,65
3843541,26117,348438627,-1168254931,-1025,6596,65
3853768,26117,348438622,-1168254895,-1025,6595,65
3863959,26117,348438618,-1168254858,-1025,6595,64
3873585,26117,348438613,-1168254822,-1024,6595,63
3883568,26117,348438608,-1168254787,-1025,6595,63
3894101,26117,348438604,-1168254751,-1025,6595,62
3903910,26117,348438599,-1168254715,-1025,6595,61
3913684,26118,348438595,-1168254678,-1024,6595,60
3924046,26118,348438590,-1168254642,-1024,6595,58
3933559,26118,348438585,-1168254606,-1024,6595,57
3943543,26118,348438581,-1168254571,-1023,6595,56
3955097,26118,348438576,-1168254535,-1024,6595,55
3963811,26118,348438571,-1168254498,-1023,6595,54
3973602,26118,348438567,-1168254462,-1023,6595,53
3983591,26118,348438562,-1168254426,-1022,6595,52
3993546,26118,348438558,-1168254391,-1022,6595,50
4004113,26118,348438553,-1168254355,-1022,6595,49
4013686,26118,348438548,-1168254318,-1021,6594,49
4023580,26118,348438544,-1168254282,-1021,6594,48
4033637,26118,348438539,-1168254246,-1021,6594,46
4043536,26118,348438535,-1168254210,-1021,6594,45
4053741,26118,348438530,-1168254175,-1021,6594,44
4063662,26118,348438525,-1168254137,-1020,6594,43
4073611,26118,348438521,-1168254102,-1021,6594,43
4083653,26118,348438516,-1168254066,-1021,6594,43
4093534,26118,348438512,-1168254030,-1021,6594,43
4104455,26118,348438507,-1168253994,-1021,6594,42
4114551,26118,348438503,-1168253957,-1020,6594,42
4123604,26118,348438498,-1168253921,-1021,6593,42
4133574,26118,348438493,-1168253886,-1020,6594,42
4143529,26117,348438489,-1168253850,-1021,6594,42
4153737,26117,348438484,-1168253814,-1021,6594,42
4163665,26117,348438480,-1168253777,-1021,6594,42
4173591,26117,348438475,-1168253741,-1021,6593,42
4183535,26117,348438470,-1168253705,-1021,6593,43
4194095,26117,348438466,-1168253670,-1021,6593,43
4203729,26117,348438461,-1168253634,-1021,6593,43
4213679,26117,348438457,-1168253597,-1021,6594,44
4223596,26117,348438452,-1168253561,-1022,6594,44
4233651,26117,348438447,-1168253525,-1021,6594,44
4243914,26116,348438443,-1168253489,-1022,6594,45
4254190,26116,348438438,-1168253454,-1021,6593,45
4263679,26116,348438433,-1168253416,-1022,6593,46
4273794,26116,348438429,-1168253381,-1022,6594,46
4283519,26116,348438424,-1168253345,-1023,6593,47
4293575,26116,348438420,-1168253309,-1022,6594,47
4304790,26116,348438415,-1168253274,-1022,6593,47
4313686,26115,348438410,-1168253236,-1023,6593,47
4323598,26115,348438406,-1168253201,-1023,6593,48
4333515,26115,348438401,-1168253165,-1024,6593,48
4343551,26115,348438397,-1168253129,-1023,6593,49
4354459,26115,348438392,-1168253093,-1024,6593,49
4364428,26115,348438387,-1168253056,-1024,6593,49
4373610,26114,348438383,-1168253020,-1024,6593,49
4383551,26114,348438378,-1168252985,-1024,6593,49
4393535,26114,348438374,-1168252949,-1025,6593,50
4403744,26114,348438369,-1168252913,-1025,6593,50
4413672,26114,348438364,-1168252876,-1025,6593,50
4423595,26113,348438360,-1168252840,-1025,6593,49
4433528,26113,348438355,-1168252804,-1026,6593,49
4443543,26113,348438350,-1168252769,-1026,6593,48
4453710,26113,348438346,-1168252733,-1026,6593,48
4464437,26112,348438341,-1168252696,-1026,6593,49
4473576,26112,348438337,-1168252660,-1026,6593,49
4483559,26112,348438332,-1168252624,-1027,6593,48
4494773,26112,348438327,-1168252589,-1026,6593,48
4503727,26112,348438323,-1168252553,-1027,6593,47
4513653,26112,348438318,-1168252516,-1028,6593,47
4523687,26111,348438313,-1168252480,-1028,6593,47
4533551,26111,348438309,-1168252444,-1028,6592,46
4543535,26111,348438304,-1168252408,-1028,6593,46
4553758,26111,348438300,-1168252373,-1028,6592,45
4563657,26111,348438295,-1168252335,-1028,6592,45
4573581,26111,348438290,-1168252300,-1028,6592,45
4583582,26110,348438286,-1168252264,-1029,6592,45
4593828,26110,348438281,-1168252228,-1029,6592,45
4603944,26110,348438276,-1168252192,-1030,6592,45
4613660,26110,348438272,-1168252155,-1029,6593,45
4623599,26110,348438267,-1168252120,-1029,6593,44
4633548,26110,348438262,-1168252084,-1029,6593,44
4643523,26109,348438258,-1168252048,-1030,6593,44
4654042,26109,348438253,-1168252012,-1030,6593,44
4663681,26109,348438249,-1168251975,-1030,6593,44
4673982,26109,348438244,-1168251939,-1030,6593,43
4684813,26109,348438239,-1168251904,-1029,6593,43
4693538,26109,348438235,-1168251868,-1030,6593,42
4704338,26108,348438230,-1168251832,-1029,6593,42
4713663,26108,348438225,-1168251795,-1030,6593,41
4723593,26108,348438221,-1168251759,-1030,6593,41
4733545,26108,348438216,-1168251723,-1030,6594,41
4743524,26108,348438211,-1168251688,-1030,6593,41
4754084,26107,348438207,-1168251652,-1030,6594,40
4764626,26107,348438202,-1168251615,-1030,6594,40
4773577,26107,348438198,-1168251579,-1031,6594,40
4783542,26106,348438193,-1168251543,-1030,6594,40
4793532,26106,348438188,-1168251507,-1031,6594,40
4804211,26106,348438184,-1168251472,-1031,6594,40
4813655,26106,348438179,-1168251435,-1031,6594,39
4823567,26105,348438174,-1168251399,-1031,6595,39
4833540,26105,348438170,-1168251363,-1032,6595,39
4844158,26105,348438165,-1168251327,-1032,6595,39
4853714,26105,348438160,-1168251292,-1033,6595,39
4863658,26104,348438156,-1168251254,-1032,6595,39
4874342,26104,348438151,-1168251219,-1033,6595,39
4883572,26104,348438146,-1168251183,-1033,6595,39
4893527,26104,348438142,-1168251147,-1033,6596,39
4903721,26104,348438137,-1168251111,-1034,6596,40
4913656,26104,348438132,-1168251074,-1034,6596,40
4924393,26103,348438128,-1168251038,-1034,6596,40
4933549,26103,348438123,-1168251003,-1034,6596,40
4943564,26103,348438118,-1168250967,-1034,6596,40
4953731,26103,348438114,-1168250931,-1034,6596,40
4963778,26103,348438109,-1168250894,-1035,6596,40
4973766,26102,348438105,-1168250858,-1035,6597,40
4983553,26102,348438100,-1168250822,-1035,6597,40
4993513,26102,348438095,-1168250787,-1035,6597,40
5004532,26102,348438091,-1168250751,-1035,6597,40
5013644,26102,348438086,-1168250714,-1035,6597,40
5023582,26102,348438081,-1168250678,-1035,6598,39
5034152,26101,348438077,-1168250642,-1036,6598,39
5043538,26101,348438072,-1168250606,-1036,6598,39
5053719,26101,348438067,-1168250570,-1036,6598,39
5064600,26101,348438063,-1168250533,-1036,6598,38
5073585,26101,348438058,-1168250497,-1037,6598,37
5083574,26101,348438053,-1168250462,-1036,6599,37
5093507,26101,348438049,-1168250426,-1037,6598,36
5103737,26100,348438044,-1168250390,-1038,6598,35
5113676,26100,348438039,-1168250353,-1037,6599,35
5123699,26101,348438034,-1168250317,-1038,6599,35
5133897,26101,348438030,-1168250281,-1038,6599,35
5143527,26101,348438025,-1168250246,-1038,6599,34
5153803,26101,348438020,-1168250210,-1039,6599,33
5164000,26101,348438016,-1168250173,-1040,6599,32
5173572,26101,348438011,-1168250137,-1040,6599,31
5183760,26101,348438006,-1168250101,-1039,6599,30
5193781,26101,348438002,-1168250065,-1039,6599,30
5203700,26101,348437997,-1168250029,-1040,6599,30
5214092,26101,348437992,-1168249992,-1041,6599,30
5223822,26101,348437988,-1168249956,-1041,6599,31
5233524,26101,348437983,-1168249921,-1040,6600,29
5243872,26102,348437978,-1168249885,-1040,6600,28
5254674,26102,348437974,-1168249849,-1040,6600,27
5264165,26102,348437969,-1168249812,-1040,6600,27
5273665,26102,348437964,-1168249776,-1041,6600,27
5283506,26102,348437960,-1168249740,-1040,6600,28
5293796,26102,348437955,-1168249705,-1040,6600,29
5304503,26102,348437950,-1168249669,-1040,6600,30
5313694,26103,348437945,-1168249631,-1040,6600,29
5323562,26103,348437941,-1168249596,-1040,6601,28
5333592,26103,348437936,-1168249560,-1039,6601,28
5343500,26103,348437931,-1168249524,-1040,6601,28
5354423,26103,348437927,-1168249488,-1040,6601,30
5363645,26103,348437922,-1168249451,-1040,6601,31
5373859,26103,348437917,-1168249415,-1039,6601,31
5384258,26103,348437913,-1168249380,-1040,6601,32
5394147,26103,348437908,-1168249344,-1039,6602,32
5404184,26103,348437903,-1168249308,-1040,6602,32
5413893,26103,348437899,-1168249271,-1039,6603,32
5424141,26104,348437894,-1168249235,-1040,6602,33
5433514,26104,348437889,-1168249199,-1039,6602,34
5443510,26104,348437884,-1168249163,-1039,6603,35
5453747,26104,348437880,-1168249128,-1039,6603,35
